run	solution_id	CT	LoadSTD	QLoss	station_loads	station_assignment	tool_assignment
10	185	496.8	72.712348	0.167433	[353.60,348.60,450.00,323.40,288.60,496.80]	[1,0,0,3,3,3,4,4,4,0,0,3,3,0,1,1,3,1,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
10	186	496.8	108.806287	0.164183	[470.10,230.00,450.00,375.40,231.80,496.80]	[0,0,0,3,3,3,3,4,4,0,0,3,3,0,0,1,3,1,2,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	187	496.8	81.928107	0.168234	[310.40,250.00,450.00,379.50,372.20,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,4,0,4,4,4,1,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	188	496.8	85.174261	0.166667	[310.40,250.00,450.00,414.50,333.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,1,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	189	496.8	101.460677	0.16544	[377.70,180.00,450.00,414.50,333.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,0,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	190	496.8	109.122476	0.164228	[379.20,180.00,450.00,454.50,293.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	191	496.8	94.373066	0.165455	[310.40,250.00,450.00,456.00,293.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,1,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	192	496.8	81.767851	0.169012	[311.60,250.00,450.00,379.50,372.20,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,4,0,4,4,4,1,2,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	193	496.8	94.303653	0.166237	[311.00,250.00,450.00,456.00,293.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,1,2,3,4,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	194	496.8	74.004925	0.170766	[311.00,286.80,450.00,352.20,368.40,496.80]	[0,0,0,3,3,4,4,4,4,0,1,1,1,0,3,3,3,1,2,4,4,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	195	496.8	84.475591	0.168053	[254.50,307.40,450.00,414.50,333.60,496.80]	[0,0,1,3,3,3,3,3,3,0,1,1,3,0,4,4,4,1,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	196	496.8	84.585744	0.166835	[310.40,252.40,450.00,414.50,333.60,496.80]	[0,0,0,3,3,3,3,3,3,1,1,1,3,0,4,4,4,0,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	197	496.8	94.311464	0.166234	[311.30,250.00,450.00,456.30,293.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,1,3,0,4,4,4,1,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	198	496.8	136.948219	0.164207	[379.80,100.00,450.00,496.30,333.60,496.80]	[0,0,0,3,3,3,3,3,3,0,1,3,3,0,4,4,4,0,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	199	496.8	148.634279	0.162985	[482.50,80.00,450.00,458.10,293.60,496.80]	[0,0,0,3,3,3,3,3,3,0,0,1,3,0,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
11	200	496.8	75.752941	0.169369	[311.00,286.80,450.00,386.30,330.40,496.80]	[0,0,0,3,3,3,3,3,4,0,1,1,1,0,4,4,4,1,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	201	593.7	170.931764	0.165044	[353.60,450.00,55.00,593.70,310.40,496.80]	[2,0,0,3,3,3,3,3,4,3,0,3,3,0,3,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	202	496.8	77.403024	0.175864	[353.00,450.00,306.30,378.60,273.60,496.80]	[2,0,0,3,3,3,3,3,3,2,0,2,2,0,2,4,4,0,1,4,4,5,5,5]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	203	496.8	150.355162	0.166544	[352.40,55.00,450.00,434.30,468.60,496.80]	[1,0,0,3,3,3,3,4,4,3,0,3,3,0,3,4,4,0,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	204	496.8	126.231872	0.166576	[252.40,156.80,450.00,472.20,430.40,496.80]	[1,0,0,3,3,3,3,4,4,3,1,3,3,0,3,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	205	539.9	135.059498	0.165926	[354.80,450.00,151.20,539.90,268.60,496.80]	[3,0,0,3,3,3,3,3,4,2,0,2,3,0,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	206	496.8	150.616737	0.166117	[351.20,55.00,450.00,473.10,430.40,496.80]	[1,0,0,3,3,3,3,4,4,3,0,3,3,0,3,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	207	592.5	184.218769	0.164674	[351.20,506.80,40.00,592.50,268.60,496.80]	[1,0,0,3,3,3,3,3,4,3,0,3,3,0,3,4,4,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	208	496.8	116.65131	0.166792	[353.60,450.00,151.20,469.50,333.60,496.80]	[3,0,0,3,3,3,3,3,3,2,0,2,3,0,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	209	576.7	148.045471	0.165534	[351.20,450.00,151.80,576.70,233.60,496.80]	[3,0,0,3,3,3,3,3,3,2,0,2,3,0,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	210	496.8	85.554318	0.171954	[354.20,450.00,269.20,414.50,273.60,496.80]	[2,0,0,3,3,3,3,3,3,2,0,2,3,0,2,4,4,0,1,4,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	211	496.8	98.598283	0.169225	[411.00,450.00,252.40,414.50,233.60,496.80]	[0,0,0,3,3,3,3,3,3,2,0,2,3,0,2,4,4,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	212	496.8	93.300887	0.169954	[352.40,450.00,207.70,414.50,333.60,496.80]	[2,0,0,3,3,3,3,3,3,2,0,2,3,0,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	213	517.8	143.315522	0.16594	[351.20,506.80,151.20,517.80,233.60,496.80]	[1,0,0,3,3,3,3,3,3,2,0,2,3,0,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	214	496.8	105.142434	0.168718	[409.50,450.00,197.70,429.50,273.60,496.80]	[0,0,0,2,3,3,3,3,3,2,0,2,3,0,3,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	215	554.6	161.281014	0.165065	[353.60,450.00,55.00,554.60,352.20,496.80]	[2,0,0,3,3,3,3,3,3,3,0,4,4,0,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	216	548.1	158.554246	0.1659	[352.70,450.00,60.00,548.10,348.60,496.80]	[3,0,0,3,3,3,3,3,3,3,0,4,4,0,2,4,4,0,1,3,4,5,5,5]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	217	496.8	78.673893	0.175053	[354.80,450.00,268.60,386.30,305.40,496.80]	[2,0,0,3,3,3,3,3,4,2,0,2,4,0,2,4,4,0,1,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
12	218	496.8	71.577706	0.177476	[356.00,450.00,310.40,344.50,305.40,496.80]	[2,0,0,3,3,3,3,3,4,2,0,2,4,0,2,4,4,0,1,2,4,5,5,5]	[0,1,0,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	219	531.8	107.409166	0.171381	[237.40,248.60,450.00,435.40,353.60,531.80]	[1,0,3,3,3,3,3,4,4,0,0,4,4,1,1,3,3,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	220	531.8	119.379541	0.168569	[298.60,186.80,450.00,477.50,315.40,531.80]	[1,0,3,3,3,3,3,3,3,0,0,4,4,1,0,4,4,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	221	531.8	109.561408	0.171182	[294.20,190.00,450.00,383.00,406.60,531.80]	[0,0,3,3,3,4,4,4,4,0,0,4,4,1,1,3,3,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	222	594.3	158.641193	0.16541	[293.00,190.00,450.00,594.30,196.80,531.80]	[0,0,3,3,3,3,3,3,3,0,0,3,3,1,1,4,4,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	223	531.8	130.187642	0.168189	[293.30,190.00,450.00,517.50,273.60,531.80]	[0,0,3,3,3,3,3,3,4,0,0,3,3,1,1,4,4,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	224	533.3	147.673476	0.166565	[355.70,130.00,450.00,533.30,251.80,531.80]	[0,0,3,3,3,3,4,4,4,0,0,3,3,1,0,3,3,1,2,3,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	225	531.8	109.778693	0.16899	[298.60,186.80,450.00,397.50,393.60,531.80]	[1,0,3,3,3,3,3,4,4,0,0,3,3,1,0,4,4,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	226	496.8	101.149204	0.171391	[236.20,246.80,450.00,379.50,447.20,496.80]	[1,0,3,3,3,3,4,4,4,0,0,4,4,1,1,3,3,1,2,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	227	531.8	123.459014	0.168191	[354.50,130.00,450.00,397.80,391.80,531.80]	[0,0,3,3,3,3,3,4,4,0,0,3,3,1,0,4,4,1,2,3,5,5,5,5]	[0,0,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	228	593.7	168.421816	0.164189	[355.40,130.00,450.00,593.70,196.80,531.80]	[0,0,3,3,3,3,3,3,3,0,0,3,3,0,1,4,4,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	229	531.8	138.217096	0.167354	[354.20,130.00,450.00,502.20,286.80,531.80]	[0,0,3,3,3,3,4,4,4,0,0,3,4,0,1,3,3,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	230	531.8	131.868804	0.168145	[354.20,130.00,450.00,474.50,313.60,531.80]	[0,0,3,3,3,3,3,4,4,0,0,4,4,0,1,3,3,1,2,3,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	231	552.5	142.340957	0.166622	[294.20,190.00,450.00,552.50,236.80,531.80]	[0,0,3,3,3,3,3,3,3,0,0,3,3,1,1,4,4,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	232	531.8	106.208512	0.171389	[237.40,246.80,450.00,420.70,370.40,531.80]	[1,0,3,3,3,3,4,4,4,0,0,4,4,1,1,3,3,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	233	592.2	158.51845	0.16577	[296.20,186.80,450.00,592.20,196.80,531.80]	[1,0,3,3,3,3,3,3,3,0,0,3,3,1,0,4,4,1,2,3,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	234	531.8	109.60439	0.171019	[294.50,190.00,450.00,381.30,408.60,531.80]	[0,0,3,3,3,3,4,4,4,0,0,4,4,1,1,3,3,1,2,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
13	235	496.8	100.484102	0.171555	[237.40,246.80,450.00,386.60,443.10,496.80]	[1,0,3,3,3,4,4,4,4,0,0,4,4,1,1,3,3,1,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	236	496.8	78.401284	0.176251	[254.20,450.00,347.40,342.20,371.30,496.80]	[0,2,0,3,4,4,4,4,4,0,2,2,3,3,2,3,3,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	237	572.5	143.236293	0.167198	[252.70,450.00,160.00,572.50,325.40,496.80]	[0,3,0,3,3,3,4,4,4,0,2,3,4,3,2,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	238	536.3	122.15472	0.169639	[253.90,450.00,286.20,536.30,231.80,496.80]	[0,2,0,3,3,3,3,4,4,0,2,3,3,2,2,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	239	567.8	170.504862	0.165551	[254.50,450.00,60.00,567.80,430.40,496.80]	[0,3,0,3,3,3,3,4,4,0,3,3,3,3,2,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	240	496.8	148.986111	0.166029	[252.70,450.00,100.00,472.80,487.20,496.80]	[0,3,0,3,3,3,4,4,4,0,2,3,3,3,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	241	496.8	79.99805	0.174676	[254.50,450.00,346.20,383.60,324.80,496.80]	[0,2,0,3,3,4,4,4,4,0,2,2,3,3,2,3,3,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	242	496.8	79.366989	0.174891	[253.90,450.00,366.20,363.30,325.40,496.80]	[0,2,0,3,3,3,4,4,4,0,2,2,3,2,2,3,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	243	496.8	102.751844	0.169697	[252.70,450.00,220.00,407.20,428.60,496.80]	[0,3,0,3,3,3,3,4,4,0,2,3,3,2,2,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	244	496.8	109.150945	0.169675	[252.70,450.00,200.00,425.70,428.60,496.80]	[0,3,0,3,3,3,3,4,4,0,2,3,3,3,2,4,4,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	245	496.8	100.425124	0.170822	[254.80,450.00,227.40,402.80,430.40,496.80]	[0,2,0,3,3,3,3,4,4,0,2,3,3,2,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	246	496.8	86.902142	0.172254	[253.00,450.00,306.20,427.20,324.80,496.80]	[0,2,0,3,3,4,4,4,4,0,2,2,3,3,2,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	247	543.7	148.167075	0.167023	[253.30,516.20,160.00,543.70,288.60,496.80]	[0,1,0,3,3,3,4,4,4,0,2,3,3,3,2,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	248	496.8	122.229575	0.168378	[252.70,450.00,166.20,463.10,428.60,496.80]	[0,2,0,3,3,3,3,4,4,0,2,3,3,3,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	249	496.8	93.197611	0.171892	[254.50,450.00,280.00,449.80,324.80,496.80]	[0,3,0,3,3,4,4,4,4,0,2,2,3,3,2,3,3,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	250	496.8	124.355253	0.167253	[253.30,450.00,160.00,465.70,430.40,496.80]	[0,3,0,3,3,3,3,4,4,0,2,3,3,3,2,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	251	496.8	148.511082	0.166031	[254.50,450.00,100.00,469.00,488.60,496.80]	[0,3,0,3,3,3,3,4,4,0,2,3,3,3,4,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	252	496.8	102.305041	0.17048	[254.50,450.00,220.00,405.40,428.60,496.80]	[0,3,0,3,3,3,3,4,4,0,2,3,3,2,2,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	253	547.2	168.034326	0.165589	[253.90,450.00,60.00,547.20,448.60,496.80]	[0,3,0,3,3,3,3,3,3,0,4,4,4,2,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	254	496.8	98.626343	0.171043	[254.20,450.00,240.00,446.30,371.30,496.80]	[0,3,0,3,4,4,4,4,4,0,2,2,3,3,2,3,3,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	255	496.8	87.20588	0.172061	[253.90,450.00,287.40,421.30,348.60,496.80]	[0,2,0,3,3,3,3,3,3,0,2,4,4,2,2,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	256	496.8	86.845465	0.173302	[254.20,450.00,347.40,419.50,288.60,496.80]	[0,2,0,3,3,3,4,4,4,0,2,2,3,3,2,3,3,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
14	257	496.8	81.693746	0.173465	[253.30,450.00,307.40,385.40,364.80,496.80]	[0,2,0,3,3,4,4,4,4,0,2,2,3,3,2,3,3,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	258	591.3	175.35171	0.165136	[352.70,70.00,450.00,591.30,256.80,531.80]	[3,0,0,3,3,3,3,3,3,1,0,3,3,0,4,4,4,0,2,3,5,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	259	549.5	166.413365	0.165188	[362.40,450.00,60.00,549.50,296.80,531.80]	[3,0,0,3,3,3,3,3,3,0,0,3,3,2,4,4,4,0,1,4,5,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	260	496.8	101.060554	0.171532	[292.40,450.00,268.30,481.30,268.60,496.80]	[2,0,0,3,3,3,3,3,3,2,0,2,4,2,3,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	261	594	153.377165	0.165924	[293.30,131.20,450.00,594.00,293.60,496.80]	[3,0,0,3,3,3,3,3,3,1,0,3,3,1,4,4,4,0,2,3,4,5,5,5]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	262	555.4	157.365071	0.165488	[351.20,70.00,450.00,555.40,330.40,496.80]	[3,0,0,3,3,3,3,3,4,1,0,3,3,0,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	263	496.8	114.443926	0.169933	[293.60,450.00,187.70,496.30,333.60,496.80]	[2,0,0,3,3,3,3,3,3,2,0,3,3,2,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	264	594	153.568863	0.165142	[291.20,131.20,450.00,594.00,293.60,496.80]	[3,0,0,3,3,3,3,3,3,1,0,3,3,1,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	265	496.8	90.201454	0.176606	[293.30,450.00,233.60,416.30,372.20,496.80]	[2,0,0,2,3,3,3,3,3,2,0,3,4,2,4,4,4,0,1,4,4,5,5,5]	[0,0,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	266	496.8	120.323763	0.169172	[238.00,186.20,450.00,478.10,412.20,496.80]	[3,0,1,3,3,3,3,3,3,0,0,4,4,1,4,4,4,1,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	267	594.9	167.785562	0.163149	[353.60,70.00,450.00,594.90,293.60,496.80]	[3,0,0,3,3,3,3,3,3,1,0,3,3,0,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	268	496.8	99.614464	0.173428	[421.20,450.00,248.60,406.30,233.60,496.80]	[2,0,0,2,2,3,3,3,3,0,0,3,3,0,2,4,4,0,1,2,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	269	594	170.467577	0.164529	[365.10,60.00,450.00,594.00,293.60,496.80]	[3,0,0,3,3,3,3,3,3,0,0,3,3,1,4,4,4,0,2,3,4,5,5,5]	[0,0,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	270	496.8	96.089133	0.173853	[291.20,450.00,232.70,452.20,333.60,496.80]	[2,0,0,2,3,3,3,3,3,2,0,3,3,2,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	271	555.4	142.273371	0.16671	[291.20,131.20,450.00,555.40,330.40,496.80]	[3,0,0,3,3,3,3,3,3,1,0,3,4,1,4,4,4,0,2,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	272	496.8	108.094352	0.1715	[291.20,450.00,188.30,463.10,370.40,496.80]	[2,0,0,3,3,3,3,3,4,2,0,3,3,2,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	273	594.9	153.455427	0.165149	[294.80,131.20,450.00,594.90,293.60,496.80]	[3,0,0,3,3,3,3,3,3,1,0,3,3,1,4,4,4,0,2,3,4,5,5,5]	[0,1,0,0,0,1,2,0,0,1,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	274	496.8	89.630681	0.176966	[293.60,450.00,278.60,447.20,293.60,496.80]	[2,0,0,2,2,3,3,3,3,2,0,3,3,2,4,4,4,0,1,3,4,5,5,5]	[0,1,1,0,0,0,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
15	275	496.8	74.294424	0.178289	[291.20,450.00,311.80,334.50,372.20,496.80]	[2,0,0,2,3,3,3,3,4,2,0,2,3,2,4,4,4,0,1,4,4,5,5,5]	[0,1,1,0,0,1,2,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0]
